store,description,market,parent,capacity,maxReleaseOrderPerDay,supplyOffsetQuantity,isDefault,status,preferred,type,inventoryAvailableToSell,rollupInventory,longitude,state,country,city,address,postalCode,latitude
5669,House of Brews #5669,US,5669,65,65,3,N,A,N,S,Y,Y,,OH,US,COLUMBUS,1731 OLENTANGY RIVER RD,43212,
7776,Brewdis Brewery #7776,US,7776,25,25,0,N,A,N,S,Y,Y,-80.819238,SC,US,BLUFFTON,1414 Fording Island Road,29910,32.2397
8263,SQAle #8263,US,8263,20,20,0,N,A,N,S,Y,Y,,UT,US,MURRAY,6191 S STATE ST,84107,
1305,Brewdis #1305,US,1305,25,125,0,N,A,N,S,Y,Y,,GA,US,ATLANTA,3393 PEACHTREE RD NE,30326-1109,
7936,Brewdis Brewery #7936,US,7936,45,45,0,N,A,N,S,Y,Y,-74.17661,NJ,US,ELIZABETH,651 Kapkowski Road,7201,40.660377
3287,House of Brews #3287,US,3287,0,30,0,N,A,N,S,N,N,,PR,US,MAYAGUEZ,975 AVE. HOSTOS,680,
5970,House of Brews #5970,US,5970,65,65,3,N,A,N,S,Y,Y,,CA,US,SAN DIEGO,10655 Westview Pkwy,92126-2961,
9605,Brewdis #9605,US,9605,30,150,0,N,O,N,S,Y,Y,,CA,US,PALO ALTO,228 STANFORD SHOPPING CTR,94304-1412,
5073,House of Brews #5073,US,5073,65,65,3,N,A,N,S,Y,Y,,CA,US,SAN LUIS OBISPO,1510 FROOM WAY,93405,
2801,Brewdis #2801,US,2801,25,125,0,N,A,N,S,Y,Y,,OR,US,PORTLAND,1222 Lloyd Ctr,97232-1301,
9782,Brewdis #9782,US,9782,30,30,0,N,A,N,S,N,N,,NY,US,ALBANY,1 Crossgates Mall Road,12203,
7226,Brewdis #7226,US,7226,75,375,0,N,O,N,S,N,N,-73.989847,NY,US,New York,1466 Broadway,10036,40.75953
9159,Brewdis#9159,CA,9808,25,25,2,N,A,N,S,Y,Y,-123.119453,BC,CA,VANCOUVER,650 WEST 41ST AVENUE,V5Z2M9,49.232633
3196,SQAle #3196,US,3196,10,15,0,N,O,N,S,N,N,,IN,US,NOBLESVILLE,I-69 & SR 238,46062,
3703,Brewdis #3703,US,3703,25,25,0,N,O,N,S,N,N,,OH,US,HUDSON,98 North Main St.,44236,
2497,Brewdis Brewery #2497,US,2497,25,25,0,N,A,N,S,Y,Y,-80.971494,NC,US,CHARLOTTE,5416 New Fashion Way,28278,35.171889
3642,Brewdis 3642,JP,3642,30,30,1,N,A,N,S,N,N,139.888889,12,JP,Urayasu-shi,1-4,279-8529,35.631194
6178,House of Brews #6178,US,6178,65,65,3,N,A,N,S,Y,Y,,MI,US,SHELBY TOWNSHIP,13935 HALL RD,48315,
6068,House of Brews#6068,US,6068,45,45,3,N,A,N,S,Y,Y,-80.750634,OH,US,NILES,5555 YOUNGSTOWN WARREN RD,44446,41.210376
8525,SQAle #8525,US,8525,30,30,0,N,A,N,S,Y,Y,-115.40521,NV,US,LAS VEGAS,3377 LAS VEGAS BLVD S,89109,35.989223
8250,SQAle #8250,US,8250,10,15,0,N,A,N,S,Y,Y,,FL,US,ALTAMONTE SPRINGS,451 E ALTAMONTE DR,32701-4695,
705,Brewdis #705,US,705,30,30,0,N,O,N,S,N,N,,NY,US,BROOKLYN,5100 KINGS PLZ,11234,
9878,Store #9878,CA,9878,25,25,0,N,O,N,S,Y,Y,-79.709081,ON,CA,BARRIE,509 BAYFIELD ST,L4M 4Z8,44.413275
5380,House of Brews #5380,US,5380,0,30,0,N,A,N,S,N,N,,,,,,,
8950,Brewdis#8950,US,1120,30,30,0,N,O,N,S,Y,Y,-95.882354,OK,US,TULSA,7021 South Memorial Drive,74133,36.063118
1563,SQAle Brewery #1563,US,1563,15,15,0,N,A,N,S,Y,Y,-81.266684,GA,US,Pooler,200 Tanger Outlets Boulevard,31322,32.105275
9820,Store #9820,CA,9820,25,25,0,N,A,N,S,Y,Y,-104.61083,SK,CA,REGINA,2102 11th Avenue,S4P 3Y6,50.450398
7055,Brewdis #7055,US,7055,25,125,0,N,A,N,S,Y,Y,,AL,US,HUNTSVILLE,"320 THE BRIDGE STREET, STE 100",35806,
5405,House of Brews #5405,US,5405,45,45,3,N,A,N,S,Y,Y,,NC,US,GOLDSBORO,1205 NORTH BERKELEY BOULEVARD,27534,
5570,House of Brews#5570,US,5570,65,65,3,N,A,N,S,Y,Y,-89.947748,TN,US,MEMPHIS,3440 POPLAR AVE,38111,35.128722
4630,SQAle #4630,US,4630,30,30,0,N,A,N,S,Y,Y,-122.347455,CA,US,BURLINGAME,1300 BURLINGAME AVE,94010,37.578688
5837,House of Brews #5837,US,5837,65,65,3,N,A,N,S,Y,Y,,NY,US,CHEEKTOWAGA,1 GALLERIA DR,14225-5134,
4858,House of Brews#4858,US,4858,65,65,0,N,A,N,S,Y,Y,-74.137389,NJ,US,RAMSEY,41 Interstate Shopping Center,7746,41.067433
8912,Brewdis#8912,US,139,30,150,0,N,A,N,S,Y,Y,-122.438807,CA,US,SAN FRANCISCO,2159 Chestnut St,94123,37.800539
3036,SQAle #3036,US,3036,25,25,0,N,A,N,S,Y,Y,,NJ,US,EDISON,519 MENLO PARK,08837-2428,
5074,House of Brews #5074,US,5074,45,45,3,N,A,N,S,Y,Y,,NV,US,NORTH LAS VEGAS,1985 W. CRAIG ROAD,89032-0221,
7005,Brewdis #7005,US,7005,25,125,0,N,A,N,S,Y,Y,,NY,US,ALBANY,1 Crossgates Mall Road,12203,
4794,Hip Hops #4794,US,4794,30,30,0,N,A,N,S,Y,Y,,IL,US,Chicago,3415 N South Point Avenue,60657,
1239,SQAle Brewery #1239,US,1239,45,45,0,N,A,N,S,Y,Y,-77.002398,MD,US,NATIONAL HARBOR,6800 Oxon Hill Road,20745,38.797475
7222,BR 7222,JP,7222,10,10,0,N,O,N,S,N,N,,12,JP,Kashiwa-shi,Kashiwa Takashimaya S.C S kan,277-0842,
4542,House of Brews #4542,US,4542,65,45,3,N,A,N,S,Y,Y,-84.349785,GA,US,MCDONOUGH,1772 JONESBORO ROAD,30253,33.543632
5376,House of Brews #5376,US,5376,65,65,3,N,A,N,S,Y,Y,,NY,US,SARATOGA SPRINGS,3065 ROUTE 50,12866,
7159,Brewdis #7159,US,7159,50,250,0,N,A,N,S,Y,Y,,CT,US,SOUTH WINDSOR,201 EVERGREEN WAY,6074,
130,Brewdis #130,US,130,25,125,0,N,A,N,S,Y,Y,,CA,US,SAN MATEO,437 Hillsdale Mall,94403-3428,
6472,House of Brews #6472,US,6472,65,45,3,N,A,N,S,Y,Y,,TX,US,SOUTHLAKE,2950 E Southlake Blvd,76092-6616,
3789,House of Brews #3789,US,3789,65,65,3,N,A,N,S,Y,Y,,IL,US,QUINCY,6110 BROADWAY ST,62305,
4877,Hip Hops #4877,US,4877,30,30,0,N,A,N,S,Y,Y,,MA,US,Burlington,75 Middlesex Turnpike,1803,
2311,Brewdis #2311,US,2311,25,125,0,N,A,N,S,Y,Y,,MA,US,HOLYOKE,50 HOLYOKE ST,01040-2709,
3288,House of Brews #3288,US,3288,65,65,3,N,A,N,S,Y,Y,,IL,US,EDWARDSVILLE,6617 EDWARDSVILLE CROSSING DRIVE,62025,
3870,Brewdis 3870,JP,3870,30,30,1,N,A,N,S,N,N,,13,JP,Toshima-ku,Marui city Ikebukuro B1F,171-0021,
4214,O #4214,US,4214,70,70,0,N,A,N,S,Y,Y,-70.29737,MA,US,Hyannis,790 Iyannough Rd,2601,41.670045
5994,House of Brews #5994,US,5994,0,30,0,N,A,N,S,N,N,,,,,,,
7221,Brewdis 3957,JP,7221,30,30,1,N,A,N,S,N,N,,27,JP,Kitaku,Daimaru Umeda 6F,530-8202,
3814,Brewdis 3814,JP,3614,15,15,1,N,O,N,S,Y,N,139.7025,13,JP,Shibuya-ku,19-3,150-0042,35.658528
3900,House of Brews#3900,US,3900,65,65,3,N,A,N,S,Y,Y,-121.970366,CA,US,FREMONT,43540 CHRISTY STREET,94538,37.505046
6791,ON6791,US,6791,65,65,3,N,A,N,S,Y,Y,,ND,US,FARGO,4440 13TH AVENUE SW,58103,
3899,Brewdis 3899,JP,3699,15,15,1,N,A,N,S,Y,Y,139.639222,11,JP,Saitama-shi,4-267-2,330-0843,35.891611
8305,SQAle #8305,US,8305,15,15,0,N,A,N,S,Y,Y,,NY,US,POUGHKEEPSIE,2001 South Road,12601,
6617,House of Brews#6617,US,6617,45,45,3,N,A,N,S,Y,Y,-95.58551,TX,US,STAFFORD,12634 FOUNTAIN LAKE CIRCLE,77477,29.638175
7770,Brewdis Brewery #7770,US,7770,45,45,0,N,A,N,S,Y,Y,-72.531247,CT,US,CLINTON,20 Killingworth Turnpike,6413,41.293077
3701,Brewdis #3701,US,3701,25,125,0,N,A,N,S,Y,Y,,OH,US,FAIRLAWN,3265 W MARKET ST,44333,
3318,House of Brews #3318,US,3318,65,65,3,N,A,N,S,Y,Y,,KY,US,FLORENCE,7719 Mall Rd,41042-1405,
3813,Brewdis 3813,JP,3813,30,30,1,N,O,N,S,N,N,,13,JP,Shinjuku-ku,Shinjuku Isetan Honten Honkan 6F,160-0022,
3937,Brewdis 3937,JP,3937,30,30,1,N,A,N,S,N,N,139.395556,13,JP,Musashimurayama-shi,1-1-3,208-0022,35.736111
3399,House of Brews #3399,US,3399,45,45,3,N,A,N,S,Y,Y,,LA,US,MONROE,4700 MILLHAVEN RD,71203,
6153,ON6153,US,6153,65,65,3,N,A,N,S,Y,Y,-80.393872,FL,US,MIAMI,8715 SW 124TH AVE,33183,25.687429
5902,Brewdis #5902,US,5902,30,150,0,N,O,N,S,Y,Y,-76.097355,VA,US,Virginia Beach,701 Lynnhaven Parkway,23452,36.846147
2240,Brewdis #2240,US,2240,30,150,0,N,A,N,S,Y,Y,,MA,US,BOSTON,200 STATE ST,2109,
6226,House of Brews #6226,US,6226,65,65,3,N,A,N,S,Y,Y,,KY,US,LOUISVILLE,7900 SHELBYVILLE RD #J4,40222,
9698,Brewdis #9698,US,9698,30,150,0,N,A,N,S,Y,Y,,FL,US,MIAMI,401 Biscayne Boulevard,33132-1969,
3784,House of Brews #3784,US,3784,45,45,3,N,A,N,S,Y,Y,,AL,US,ALABASTER,300 Colonial Promenade Parkway,35007,
2814,Brewdis Brewery #2814,US,2814,35,35,0,N,A,N,S,Y,Y,-121.989605,CA,US,SAN JOSE,1600 Saratoga Avenue,95129,37.291286
6394,House of Brews#6394,US,6394,65,65,3,N,A,N,S,Y,Y,-111.550338,UT,US,PARK CITY,6699 LANDMARK DRIVE,84098,40.73027
429,Brewdis #429,US,429,40,200,0,N,A,N,S,Y,Y,-95.434241,TX,US,Houston,6225 KIRBY DR,77005,29.83399
8297,SQAle #8297,US,8297,24,20,0,N,A,N,S,Y,Y,,KS,US,LEAWOOD,4852 W 119TH ST,66209,
3973,House of Brews#3973,US,3973,30,30,3,N,A,N,S,Y,Y,-87.78251,IL,US,CHICAGO,680 CHICAGO RIDGE MALL,60415,41.718996
5610,House of Brews #5610,US,5610,65,65,3,N,A,N,S,Y,Y,,ID,US,MOSCOW,WEST 1850 PULLMAN ROAD,83843,
8186,SQAle#8186,US,8186,30,30,0,N,A,N,S,Y,Y,-75.544405,PA,US,GLEN MILLS,543 WILMINGTON PIKE,19342,39.868121
5827,House of Brews #5827,US,5827,65,65,3,N,A,N,S,Y,Y,,NJ,US,PARAMUS,700 PARAMUS PARK,07652-3513,
4798,Hip Hops #4798,US,4798,60,60,0,N,A,N,S,Y,Y,,CO,US,Denver,3000 East 1st Avenue,80206,
3025,SQAle #3025,US,3025,30,20,0,N,A,N,S,Y,Y,-93.157071,MN,US,ROSEVILLE,10 ROSEDALE SHOPPING CTR,55113,45.013895
8540,SQAle #8540,US,8540,15,15,0,N,O,N,S,Y,Y,,VA,US,VIRGINIA BEACH,701 LYNNHAVEN PARKWAY SPACE #D9,23452,
4524,Brewdis #4524,US,4524,30,30,0,N,O,N,S,N,N,,LA,US,KENNER,1401 West Esplanade Avenue,70065,
227,Brewdis #227,US,227,30,150,3,N,A,N,S,Y,Y,,CA,US,MISSION VIEJO,234 The Shops at Mission Viejo,92691,
1976,SQAle Brewery #1976,US,1976,15,15,0,N,A,N,S,Y,Y,-81.671268,NC,US,BLOWING ROCK,9 Shoppes On the Parkway Road,28605,36.141144
5314,House of Brews #5314,US,5314,65,45,3,N,A,N,S,Y,Y,,FL,US,JENSEN BEACH,3174 NW FEDERAL HWY,34957-4450,
9677,Brewdis #9677,US,9677,30,30,0,N,O,N,S,N,N,,OK,US,OKLAHOMA CITY,1901 NW EXPRESSWAY ST,73118-1612,
3842,Brewdis 3842,JP,3842,30,30,1,N,A,N,S,N,N,139.888889,12,JP,Urayasu-shi,1-4,279-8529,35.631194
8208,SQAle #8208,US,8208,20,20,0,N,O,N,S,N,N,,NM,US,ALBUQUERQUE,6600 Menaul NE,87110,
3723,Brewdis 3723,JP,3723,30,30,1,N,O,N,S,N,N,,34,JP,Fukuyama-shi,Fukuyama Rotz 1F,720-0067,
3013,Brewdis #3013,US,3013,30,150,0,N,A,N,S,Y,Y,,CA,US,RANCHO CUCAMONGA,12558 North MAINSTREET,91739,
9349,House of Brews#9349,CA,9349,30,30,0,N,A,N,S,Y,Y,-79.682046,ON,CA,BARRIE,110 Concert Way,L4N6N5,44.337465
5375,House of Brews #5375,US,5375,0,30,0,N,A,N,S,N,N,,PR,US,SAN JUAN,525 AVE F D ROOSEVELT,918,
8021,SQAle #8021,US,8021,40,40,0,N,A,N,S,Y,Y,-122.207221,WA,US,BELLEVUE,208 Bellevue Sq,98004,47.615471
241,Brewdis #241,US,241,25,125,0,N,A,N,S,Y,Y,,CA,US,MONTEBELLO,1751 Montebello Town Ctr,90640-2164,
5271,House of Brews #5271,US,5271,65,65,3,N,A,N,S,Y,Y,,OR,US,TUALATIN,7087 SW NYBERG ST.,97062-6240,
9630,Brewdis #9630,US,9630,60,30,0,N,O,N,S,N,N,,CA,US,LOS ANGELES,10250 Santa Monica Blvd,90067-6501,
8234,SQAle #8234,US,8234,35,35,0,N,A,N,S,Y,Y,-118.298662,CA,US,SANTA MONICA,1202 3rd Street Promenade,90401,33.786594
6308,Brewdis #6308,US,6308,50,250,0,N,A,N,S,Y,Y,,FL,US,FORT LAUDERDALE,2516 E SUNRISE BLVD,33304,
6778,House of Brews#6778,US,6778,45,65,3,N,A,N,S,Y,Y,-88.996725,IL,US,ROCKFORD,6143 East State St,61108,42.266819
7065,Hip Hops #7065,US,7065,30,30,0,N,A,N,S,Y,Y,,PA,US,Center Valley,2945  Center Valley Parkway,18034,
3625,Brewdis 3625,JP,3625,30,30,1,N,O,N,S,N,N,135.503167,29,JP,Osaka-shi,5-15,530-0017,34.700861
3988,O #3988,US,3988,45,45,3,N,A,N,S,Y,Y,,NY,US,Garden City,970 OLD COUNTRY ROAD,11530,
1319,Brewdis #1319,US,1319,25,125,0,N,A,N,S,Y,Y,,GA,US,MARIETTA,4475 ROSWELL ROAD,30062,
8496,SQAle #8496,US,8496,15,15,0,N,A,N,S,Y,Y,,NE,US,LINCOLN,2940 PINE LAKE ROAD,68516,
5772,House of Brews #5772,US,5772,45,45,3,N,A,N,S,Y,Y,,GA,US,MARIETTA,1291 JOHNSON FERRY RD,30068,
9161,Store #9161,CA,9831,25,25,3,N,O,N,S,Y,Y,-79.864652,ON,CA,HAMILTON,999 UPPER WENTWORTH ST,L9A 4X5,43.216621
9343,O #9343,US,9343,45,45,3,N,A,N,S,Y,Y,,CO,US,CENTENNIAL,6955 S. YORK STREET,80122,
6180,House of Brews #6180,US,6180,65,65,3,N,A,N,S,Y,Y,,VA,US,RICHMOND,1601 WILLOW LAWN DR,23230,
6261,SQAle Brewery #6261,US,6261,30,30,0,N,A,N,S,Y,Y,-83.570784,TN,US,SEVIERVILLE,1645 Parkway,37862,35.833362
3685,Brewdis 3685,JP,3685,15,15,1,N,A,N,S,Y,Y,131.659611,44,JP,Oita-shi,2-1,870-0125,33.192
3397,House of Brews #3397,US,3397,65,65,3,N,A,N,S,Y,Y,,GA,US,ATLANTA,261 19th Street,30363,
6774,House of Brews #6774,US,6774,65,65,3,N,A,N,S,Y,Y,,OH,US,MAYFIELD HEIGHTS,1425 SOM Center Road,44124,
704,Brewdis #704,US,704,30,90,0,N,O,N,S,N,N,,NY,US,STATEN ISLAND,2655 Richmond Ave.,10314,
3949,Brewdis 3949,JP,3949,30,30,1,N,A,N,S,N,N,139.830361,11,JP,Koshigaya-shi,4-21-1,343-0826,35.875694
8258,SQAle #8258,US,8258,25,25,0,N,A,N,S,Y,Y,,MI,US,TROY,2800 WEST BIG BEAVER ROAD,48084,
2756,Brewdis #2756,US,2756,30,150,0,N,A,N,S,N,N,,HI,US,MAUI,3750 WAILEA ALANUI DR,96753,
4530,Brewdis #4530,US,4530,25,125,0,N,A,N,S,Y,Y,,LA,US,LAFAYETTE,5725 JOHNSON ST,70503,
9348,House of Brews#9348,US,9348,65,30,0,N,A,N,S,Y,Y,-111.905715,UT,US,FARMINGTON,270 N. EAST PROMONTORY,84025,40.982083
4787,Hip Hops #4787,US,4787,30,30,0,N,A,N,S,Y,Y,-118.2432328,CA,US,LOS ANGELES,189 THE GROVE,90036,34.0503925
1847,Brewdis #1847,US,1847,100,100,3,N,O,N,S,N,N,-75.40974,PA,US,CENTER VALLEY,3045 CENTER VALLEY PARKWAY,18034,40.558574
5199,House of Brews #5199,US,5199,65,65,3,N,A,N,S,Y,Y,,CO,US,FORT COLLINS,108 W TROUTMAN PKWY,80525,
3311,House of Brews#3311,CA,3311,30,30,3,N,A,N,S,Y,Y,-97.201239,MB,CA,WINNIPEG,830 Saint James Station,R3G3J7,49.888269
4827,House of Brews#4827,US,4827,65,30,0,N,A,N,S,Y,Y,-97.792283,TX,US,Austin,9600 I-35 E,78748,30.16103
5511,House of Brews #5511,US,5511,65,65,3,N,A,N,S,Y,Y,,IL,US,GURNEE,6921 WEST GRAND AVE,60031,
7524,House of Brews#7524,US,7524,65,30,0,N,A,N,S,Y,Y,-84.373996,OH,US,CINCINNATI,5901 GALBRAITH RD,45236,39.204138
9198,Store #9198,CA,9883,25,25,2,N,A,N,S,Y,N,-80.527497,ON,CA,WATERLOO,550 King Street North,N2L 5W6,43.498082
5724,House of Brews #5724,US,5724,65,65,3,N,A,N,S,Y,Y,,GA,US,ATLANTA,1 BUCKHEAD LOOP,30326,
5103,House of Brews #5103,US,5103,20,20,2,N,A,N,S,Y,Y,-118.265172,AR,US,Alpharetta,6110 Avalon Blvd,30009,33.983649
7071,SQAle #7071,US,7071,30,30,0,N,A,N,S,Y,Y,-71.176711,MA,US,Chestnut Hill,220 Bolyston Street,2467,42.319591
6814,SQAle#6814,US,6814,30,30,0,N,A,N,S,Y,Y,-93.4366462,MN,US,MINNETONKA,12401 WAYZATA BLVD,55305,44.9686557
5305,House of Brews #5305,US,5305,65,65,3,N,A,N,S,Y,Y,,TN,US,MURFREESBORO,2651 MEDICAL CENTER PARKWAY,37129,
5471,House of Brews #5471,US,5471,65,65,3,N,A,N,S,Y,Y,,NC,US,WILMINGTON,352 South College Road,28403,
3297,House of Brews#3297,US,3297,65,45,3,N,A,N,S,Y,Y,-81.586672,FL,US,WINTER GARDEN,3361 DANIELS RD,34787,28.519847
7789,Brewdis Brewery #7789,US,7789,25,25,0,N,A,N,S,Y,Y,-115.38949,NV,US,PRIMM,32100 Las Vegas Boulevard,89019,35.610915
1003,Brewdis #1003,US,1003,25,125,0,N,A,N,S,Y,Y,,MD,US,CHEVY CHASE,5430 Wisconsin Ave,20815,
6027,House of Brews #6027,US,6027,65,65,3,N,A,N,S,Y,Y,,OH,US,SOLON,6025 KRUSE DR,44139-2377,
6374,BR6374,US,6374,100,100,3,N,A,N,S,Y,Y,-73.991555,NY,US,New York,105 5th Avenue,10003,40.738164
5028,Brewdis #5028,US,5028,25,25,0,N,O,N,S,N,N,,AL,US,DOTHAN,900 Commons Drive,36303,
5670,House of Brews #5670,US,5670,65,65,3,N,A,N,S,Y,Y,,OH,US,NORTH CANTON,6687 STRIP AVE NW,44720,
8187,SQAle #8187,US,8187,20,20,0,N,A,N,S,Y,Y,,VA,US,FAIRFAX,11922U FAIR OAKS MALL,22033-3329,
5049,House of Brews#5049,US,5049,65,65,3,N,A,N,S,Y,Y,-78.937011,NC,US,DURHAM,7001 FAYETTEVILLE,27713,35.90199
7652,SQAle #7652,US,7652,20,20,0,N,A,N,S,Y,Y,,CA,US,FRESNO,742 WEST SHAW AVENUE,93704,
5253,Brewdis #5253,US,5253,30,150,0,N,A,N,S,Y,Y,,NE,US,LINCOLN,2910 Pine Lake Rd,68516-6015,
6195,House of Brews #6195,US,6195,65,65,3,N,O,N,S,N,N,,IA,US,WATERLOO,2060 CROSSROADS BLVD,50702,
8438,SQAle #8438,US,8438,20,20,0,N,A,N,S,Y,Y,,GA,US,ATLANTA,4300 PACES FERRY RD SE,30339-5703,
9003,Brewdis Brewery #9003,US,9003,25,30,0,N,A,N,S,Y,Y,-122.05791,CA,US,Concord,2075 Diamond Blvd,94520,37.973035
7052,SQAle #7052,US,7052,30,30,0,N,A,N,S,Y,Y,-82.915656,OH,US,Columbus,4045 The Strand West,43219,40.052327
7965,Brewdis Brewery #7965,US,7965,25,25,0,N,A,N,S,Y,Y,-71.116076,NH,US,NORTH CONWAY,1 Settlers Green Drive,3860,44.022996
7099,SQAle #7099,US,7099,30,15,0,N,A,N,S,Y,Y,93.4332696,MN,US,MINNETONKA,"12213 WAYZATA BLVD, Suite 2088",55305,44.9721271
9212,Brewdis #9212,US,9212,30,30,0,N,O,N,S,N,N,,CA,US,MONTCLAIR,5010 E MONTCLAIR PLAZA LN,91763-1518,
8453,SQAle #8453,US,8453,15,15,0,N,O,N,S,N,N,,FL,US,JACKSONVILLE,10300 Southside Blvd,32256,
3696,Brewdis 3696,JP,3696,30,30,1,N,A,N,S,N,N,136.776417,23,JP,Haguri-gun,"Aeon Mall Kisogawa 1F, 25-1",493-0001,35.346417
8064,SQAle #8064,US,8064,35,35,0,N,A,N,S,Y,Y,-73.967842,NY,US,NEW YORK,130 E. 59TH STREET,10022,40.758775
6183,House of Brews #6183,US,6183,65,65,3,N,A,N,S,Y,Y,,VA,US,CHARLOTTESVILLE,945 EMMET ST N,22903-4830,
3361,Brewdis #3361,US,3361,25,125,0,N,A,N,S,Y,Y,,OH,US,COLUMBUS,1500 Polaris Parkway,43240,
5413,House of Brews #5413,US,5413,45,45,3,N,A,N,S,Y,Y,,TX,US,BEE CAVES,12909 Shops Parkway,78738,
5127,House of Brews #5127,US,5127,65,65,3,N,A,N,S,Y,Y,,TX,US,MIDLAND,4511 N MIDKIFF RD,79705,
5921,House of Brews #5921,US,5921,100,100,3,N,A,N,S,Y,Y,,MA,US,CAMBRIDGE,100 CAMBRIDGESIDE PLACE,2141,
3206,Brewdis #3206,US,3206,30,150,0,N,A,N,S,Y,Y,-93.458932,MN,US,Maple Grove,12129 ELM CREEK BLVD.,55369,45.128414
630,Brewdis #630,US,630,20,10,0,N,O,N,S,N,N,-75.286528,PA,US,Easton,126 PALMER PARK MALL,18045,40.695731
8264,SQAle #8264,US,8264,10,15,0,N,A,N,S,Y,Y,,AZ,US,TUCSON,4500 N ORACLE RD,85705,
7302,Brewdis #7302,US,7302,50,50,0,N,O,N,S,N,N,,PA,US,WILKES BARRE,15 WYOMING VALLEY MALL,18702,
8303,SQAle #8303,US,8303,15,15,0,N,A,N,S,Y,Y,,MI,US,CLINTON TOWNSHIP,M-59 (Hall Rd) & Romeo Plank Rd,48038,
6775,House of Brews #6775,US,6775,65,65,3,N,A,N,S,Y,Y,,AR,US,ROGERS,2203 PROMENADE BLVD.,72758,
8894,House of Brews#8894,US,8894,45,30,0,N,A,N,S,Y,Y,-88.90033,MS,US,D'Iberville,3821 G Promenade Pkwy,39540,30.45618
3967,Brewdis 3967,JP,3967,30,30,1,N,A,N,S,N,N,,43,JP,Kumamoto-shi,Tsuruya Hyakkaten Wing-kan 1F-3F,860-8586,
3430,House of Brews #3430,US,3430,65,65,3,N,A,N,S,Y,Y,,VT,US,RUTLAND,610 Diamond Run Mall,05701-4927,
6188,House of Brews#6188,US,6188,45,65,3,N,A,N,S,Y,Y,-81.205784,FL,US,ORLANDO,403 N ALASAYA TRAIL,32828,28.55385
7914,Brewdis Brewery #7914,US,7914,15,15,0,N,A,N,S,Y,Y,-88.26754,IL,US,TUSCOLA,800 Tuscola Boulevard,61953,39.788149
7763,Brewdis Brewery #7763,US,7763,35,35,0,N,A,N,S,Y,Y,-87.948842,WI,US,PLEASANT PRAIRIE,11211 120th Avenue,53158,42.516176
5415,House of Brews #5415,US,5415,65,45,3,N,A,N,S,Y,Y,,CO,US,DENVER,8560 EAST 49TH STREET,80238,
7119,Hip Hops #7119,US,7119,30,30,0,N,A,N,S,Y,Y,-97.363188,TX,US,Fort Worth,1612 South University Drive,76107,32.7273636
2419,Brewdis Brewery #2419,US,2419,15,15,0,N,A,N,S,Y,Y,-111.982662,UT,US,OGDEN,4071 Riverdale Road,84405,41.189293
9710,Brewdis #9710,US,9710,30,30,0,N,O,N,S,N,N,,IL,US,OAK BROOK,533 OAKBROOK CENTER,60523,
6483,House of Brews #6483,US,6483,65,65,3,N,A,N,S,Y,Y,,MS,US,FLOWOOD,230 DOGWOOD BLVD,39232-8602,
7173,House of Brews#7173,US,7173,65,30,0,N,A,N,S,Y,Y,-77.084868,DC,US,Washington,5335 Wisconsin Avenue NW,20015,38.960352
4806,Brewdis #4806,US,4806,60,300,0,N,A,N,S,Y,Y,-80.79076,NC,US,Charlotte,4400 SHARON RD,28211,35.169586
3692,Brewdis 3692,JP,3692,30,30,1,N,A,N,S,N,N,,14,JP,Yokohama-shi,Marui city 8F,220-0011,
841,House of Brews#841,CA,841,30,30,3,N,A,N,S,Y,Y,-83.003556,ON,CA,WINDSOR,3100 Howard Avenue,N8X3Y8,42.27467
7745,Brewdis Brewery #7745,US,7745,25,25,0,N,A,N,S,Y,Y,-111.550338,UT,US,PARK CITY,6690 Landmark Drive,84098,40.73027
1604,Brewdis #1604,US,1604,50,150,0,N,A,N,S,Y,Y,-93.157071,MN,US,Roseville,1016 ROSEDALE SHOPPING CTR,55113,45.013895
7834,House of Brews#7834,US,7834,65,30,0,N,A,N,S,Y,Y,-76.193052,VA,US,NORFOLK,1600 PREMIUM OUTLETS BLVD.,23502,36.878057
8306,SQAle #8306,US,8306,15,15,0,N,O,N,S,N,N,,FL,US,COCONUT CREEK,4413 LYONS ROAD,33073,
4898,Hip Hops #4898,US,4898,30,30,0,N,A,N,S,Y,Y,,CO,US,Lone Tree,8505 Park Meadows Center Drive,80302,
3643,Brewdis 3643,JP,3643,308,308,1,Y,A,N,S,Y,Y,135.505,27,JP,Osaka-shi,3-5-8,542-0081,34.672222
8538,SQAle #8538,US,8538,10,15,0,N,A,N,S,Y,Y,,PA,US,PITTSBURGH,301 SOUTH HILLS VILLAGE SPACE #1345,15241,
4514,House of Brews #4514,US,4514,65,45,3,N,A,N,S,Y,Y,-76.856538,MD,US,LAUREL,14706 BALTIMORE AVE.,20707,39.092318
5122,House of Brews #5122,US,5122,65,65,3,N,A,N,S,Y,Y,,WA,US,TACOMA,4502 S STEELE ST,98409,
8094,SQAle #8094,US,8094,33,20,0,N,A,N,S,Y,Y,,FL,US,FT LAUDERDALE,2584 EAST SUNRISE BLVD SPACE J18,33304,
2226,Brewdis #2226,US,2226,30,150,0,N,A,N,S,Y,Y,,MA,US,NATICK,1245 WORCESTER RD,1760,
8168,SQAle #8168,US,8168,15,15,0,N,A,N,S,Y,Y,-76.171351,NY,US,SYRACUSE,9568 CAROUSEL CTR,13290,43.067576
